クッキー,キーボー,コンパク,ワクチン,リンピッ,ウンチク,リンクサ,コンクリ,エンジン,ピーカー,パキスタ,ハッピー,テクノロ,ジャンパー,ガラクタ,パッキン,カーペッ,ワーアップ,ワーカー,カーボン,プリンクラ,パンチン,グラウン,キーワー,ハッキリ,ムラカサ,ザースー,ジャングル,コントロ,タッパー,トロダク,ヒーカッ,クラウン,クリスベ,ペットボ,コンピュー,プラグラ,スーパー,グスカー
1,2,1,18,1,1,1,34,3,10,3,11,1,2,4,2,5,2,4,9,47,1,1,1,27,113,2,2,14,1,1,1,73,1,4,1,1,1,1
