クッキー,ワンピー,カップル,チッパキ,クッキン,ブルンブル,ジューシー,ガーゲー,パチパキ,チッカチ,ブラジャー,シッカリ,リンシュー,ジャングル,ポージー,メチャクチャ,ペットボ,デンプン,バンジー,コリウマ,バタフラ,トロピカ,ビングス,ジンガサ
1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,14,3,1,1,2,2,1,4
