コントロ,コンクリ,スポブラ,ブカメラ,ゴーグル
"[' ポストルはコントロールグリップを動かし、自身の機体の腕で彼女の機体を押さえながらある悔しさを胸に抱く。\n', ' ポストルとサラリエはコントロールグリップを動かし、機体に武器や盾を構えさせながら移動する。\n', ' 怒りと憎しみで我を失ったポストルはコントロールグリップを力強く握りしめ、自身の機体をオスに接近させる。\n', ' とりあえず気合いを入れたシレディアは自身の機体のコックピットに乗り込み、コントロールグリップを握る。\n']",[' ひび割れたコンクリートが弾け飛び、そこから人類の敵が姿を現し、所々白骨化した長い尻尾を使って3機のエグゼキュシオンを薙ぎ払う。\n'],[' 今はパイロットスーツの下は｜下着《スポブラ》ですが、これからどのようにしてインナースーツを着る展開になっていくのか必見です！\n'],[' サブカメラに切り替わり、視界が奪われることはなかったが、受けたダメージの影響でモニターにノイズが走る。\n'],"[' 作業用のゴーグルを額の上に持ち上げると作業着の袖で頬に付いた汚れを拭きながら機体のコックピットへ入っていく。\n', ' 目的地でシレディアの機体の整備をしていたリュゼが作業用ゴーグルを装着したままコックピットからひょこっと顔を出している。\n']"
