ことから,わなかっ,いらしく,えんじん,するばか,くること,かりする,るんじゃん,じろぎし,ちらりとこ,まじかっ,つけてく,くしゃがみ,おいてく,もやしな,つんざく,からこん,けたとこ,くるきり,でこちら,けばおい,こっちか,めたばか,うとしな,くつもり,しなかっ,ちらのお,さばげー,すーぱー,うとする,からじり,ずしがみ,かってく,にこちら,めちゃくちゃ,ごそうと,しくこち,めたかっ,うじゃうじ,からこそ,たらじゃん,はっきり,まること,ごーぐる,きしめた,からする,ぺっとぼ,とこちら,のしばら,かっこつ,くしゃわー,いちゃうん,しながら,がちにや,はーどぼ,すること,からすれ,めたこと,こんぷり,でぶつか,ぶりすら,がぶつか,でかちか,からはっ,ぶつかり,ばしてく,ざわめき,ぽーかー,けたこと,わんばか,しっかり
1,3,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,2,2,1,2,15,1,1,2,9,1,1,1,1,1,6,1,1,2,1,2,1,1,3,1,1,1,1,22,1,3,19,1,1,1,1,1,1,1,1,2,1,1,1,2,1,5
