ぼさぼさ,そろそろ
[' 卒業式が終わって早々に不満を呟くぼさぼさした赤茶色の髪の少年に対し、言葉を返す紫色の髪の少年ぽすとる。\n'],['(優しいねしれでぃあは。そろそろ告白でもしようかな)\n']
