パーブラ,ワンピー,カップル,スカウト,ツンデレ,ガラスー,コンクリ,エンジン,シャーワー,バリゲー,カップラ,ハッピー,ピリオド,リンスタ,シャンプー,スーパー,バンジー
1,1,1,5,9,1,2,1,1,8,2,1,1,6,6,2,1
