わなかっ,くんなよ,いらしく,すくめた,かっぷる,せかけら,がつもり,しくぺろ,ちらつか,からがら,しなめら,はっぴー,よろめき,するがぶ,ばらくす,じくする,がんばった,のおどく,しゅったら,つけてか,がらほく,ひしめき,もそうだ,どかすい,うとしな,りんくる,もそこそ,しなかっ,ばたつか,りんでん,わんぴー,へとりん,からかん,うとする,かってく,こそうと,はたちま,がくしゃり,たらしな,くささや,ちちちか,でかうん,からこそ,だらしな,にたがり,からごろ,がーでん,たっぷり,いそうだ,はっきり,てかぶり,するくら,かったら,かすとぼ,ごーぐる,ぐりまじ,よればし,からする,わないら,もりすら,とこちら,からかす,がたしな,よろしく,かってか,じとしな,くすぶり,ふーふん,げたかっ,しながら,にたじろ,からぷる,ことごと,むずがり,へとめり,ぶつかっ,おどくり,こんなみ,がたくさ,ちらへと,うずめた,ぐつもり,たらがぶ,がらいそ,ざわめき,りんくさ,ひそめた,かりのそ,いらする,へとくだ,しっかり,からがぶ
4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,6,2,1,11,2,1,3,1,1,19,2,2,1,2,1,1,1,1,2,2,1,1,2,4,1,7,1,1,1,1,6,1,1,1,1,1,1,1,1,4,1,1,1,1,1,32,1,1,1,1,1,1,4,1,1,1,1,2,1,1,4,1,1,1,1,1,6,2
