クッキー,ワンピー,カップル,フラワー,コンポー,チンピラ,ジャンキー,ポンコツ,カンパー,カラコロ,ハームズ,ガーデン,コンサバ,マルクス,シーズン,マルクラ,キンバリ,ポーカー,コンスタ,プルプラ,ブラウン
6,4,1,23,1,1,1,2,1,1,87,1,3,13,1,2,57,1,243,2,8
