ポージン,クスキュー,ビーボー,ビーカー,ゴーグル,ザービー,キャッスル,ハッピー,ボーリン,トロゲー,コンプリ,カーペッ,タックル,ドンパチ,ヒーカッ,ペットボ,クダウン,キージャン,ワイトボ,ブラウン,スーパー
1,1,2,1,1,1,5,1,1,1,2,1,2,1,1,5,1,1,2,2,2
