カーボー,ワンピー,コンクリ,ピーカー,ガラスパ,ピンポー,チッカチ,タックル,グラウン,メチャクチャ,ペットボ,ワイトボ,グーパー,コンピュー,スーパー
1,3,1,1,2,1,1,1,2,1,6,2,1,1,3
