ワードス,ブラザー,シャングリ,ザーガン,コンクリ,エンジン,プルアップ,ジーゲー,ゴーグル,キーガン,ハープー,パキスタ,ツングー,チンギス,ジャンパー,ブースタ,キンジー,ビンエン,リンスタ,ドーザー,ワーカー,ブルパッ,ワンダラ,グラウン,カービン,マルクス,コントロ,ペットボ,パーカー,チチブリ,スーパー,ゲートボ,カッシー
1,1,1,1,4,15,2,1,4,1,1,1,1,1,2,1,1,1,6,4,1,1,1,5,1,1,1,1,1,1,3,1,1
