コンパク,コントロ,ワンピー
['\u3000私の席からコンパクトな旅行鞄、ツバ広の帽子、そして突いて歩くには大分長さが足りない杖を取り出し、ブーツに履き替え、急ぎ足で校舎を出ました。\n'],['\u3000では結果として、ラティーシャがそれらを燻り出し、コントロールしていたとは言えないだろうか？\n'],"['\u3000私はそこでドレスを無理やり脱ぎます。心配はご無用、中には平民が着るような微妙な茶色のワンピースを着ておりましたから。\n', '\u3000私はワンピースのポケットから折り畳んだ紙を取り出し、空に掲げました。\n', '\u3000ルアナ殿が現れてからラティーシャの殿下に対する付きまといがまったくなくなったこと、卒業式の日、弁解の一言もなく罪を自ら告白した理由、あらかじめ用意されていた懺悔の手紙、教室に脱ぎ捨てられていたドレス、その下に彼女が粗末なワンピースを着ていたというメイドの証言。\n']"
