ワンピー,ワクチン,コッキン,ピックス,コンドー,コンクリ,チップス,ジンポー,ポリカー,ドングリ,ジャングル,メタクッ,ペットボ,ワイトボ,コンピュー
1,1,5,1,1,10,1,1,2,1,1,2,3,1,4
