ピンキリ,コッキン,コンクリ,コロジー,プスピー,コツンコツ,バシャバシ,ブラジャー,ガチャガチ,エンノタ,ハッキリ,シャンプー,パラベラ,パックリ,ガーベラ
1,1,8,3,1,1,1,1,1,1,1,2,1,1,3
