クッキー,ピンキリ,キーボー,スカウト,プルガン,コンドー,コンクリ,エンジン,ピーカー,ペットコ,チップス,ウンドク,カップラ,クリスタ,タッカー,ウンドボ,カーブク,ニコチン,ブンスタ,タッブス,バリカン,パープル,タックル,カーボン,グラウン,メキシコ,パンクラ,カチャカチ,コントロ,シャンプー,ポーカー,ペットボ,パーキン,パーカー,パックリ,コンピュー,スーパー,ブーメラ,バタフラ
1,1,3,1,5,1,8,3,2,3,1,3,5,1,1,1,1,2,3,1,1,1,1,1,4,1,1,1,1,1,2,1,1,2,1,5,13,1,1
