クッキー,ポージン,キーボー,カップル,スカウト,グータラ,ジャンキー,コンクリ,エンジン,コチョコチ,ピーカー,カタリン,ザーシー,オンリン,ジューシー,ドンブリ,クスピー,ピーチク,キーボン,パーチク,パチクリ,コンクー,テクノロ,シックリ,クラシッ,コンプリ,ジンポー,ピンポン,ツンカツ,コンスー,キーガー,タックル,ドンピシ,ハッキリ,タッパー,パーカー,ポンパン,スタシー,ドロポテ,ヨロシク
1,1,1,1,3,1,1,2,1,1,4,17,1,2,1,2,1,1,3,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,5,1,1,1,5,3
