プンカー,カップル,コンパク,スカウト,プリクラ,コッキン,ムズアップ,コンクリ,エンジン,ビーボー,チングス,サバゲー,スタワー,ガラクタ,ブラジャー,ワーコン,ブルドー,ドタバタ,ジャンピン,プンテラ,グラウン,クスクリ,ハッキリ,モジャモジ,コントロ,キンシッ,グジウダ,ペットボ,スーパー,ヨロシク,タッフカ,スクリーン
2,2,1,4,1,1,2,5,6,1,2,1,2,2,3,1,16,1,3,2,9,2,4,4,5,1,1,5,1,2,2,1
