カップル,ツンデレ,トロビー,カップラ,ピンポー,カーペッ,プリゲー,タックル,ガチャガチ,ドタバタ,ガチヘタ,ブラコン,カタブツ,コントロ,シャンプー,キンシッ,ペットボ,ペラグラ,スーパー,チョココロ
2,1,2,1,1,3,1,5,1,2,1,2,1,1,1,2,1,3,12,1
