ちまうら,するから,かーから,でこちら,しこちら,こっちか,ひしめき,こちから,うとしな,かーへと,とんたっ,うとする,にこちら,ごーぐる,しながら,たらきり,でこぴー
1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1
