ブラウン,ハッキリ,ワーカー
"['足を止めたジョルジュはダークブラウンの瞳を私に向ける。\n', 'と、その時あちらの甲板にダークブラウンの髪を見つけ瞠目した。\n']",['瞳は混濁しておらず意識はハッキリしているようだ。\n'],['「意地でも休まないワーカーホリックなお前には強行手段で対抗するしかないだろ。王宮まで運んでやるから休んどけ」\n']
