ワンピー,カップル,バンパー,ワクチン,ザーポイ,ピーカー,ハラガー,カードキ,ピッキン,ハッキリ,ハッキン,トンカチ,スーパー
1,1,1,8,1,2,1,2,1,1,2,1,1
