トンタッ,ゴーグル
['「本部長、報道へ今すぐに情報を公開するべきです。我々警察の力ではあの人型を遠まわしに押し留めるだけで精一杯でしょう。無用な血を流す前に自衛隊へバトンタッチする体制を整える事を提案します。」\n'],['引き戸の扉を開けると、目の前に全身がブヨブヨした人型が立っていた。水中ゴーグルのような目の淀み切った瞳と視線が合う。咄嗟に左手を上げたのを見た瞬間に身を隠し、針が外に飛んで行ったのを確認した後に拳銃を引き抜いた。銃だけを室内に向ける。\n']
