ワクワク,ニヤニヤ,イライラ,ダボダボ
[' この時、俺は非日常がはじまる予感にワクワクしていた。\n'],[' ニヤニヤと下品な笑みを浮かべながら、３人がにじりよってくる。\n'],['\u3000当然のことだが、平然と言い放たれるとさらに鬱憤がたまってゆく。すでにイライラメーターがマックスの私はもっと文句を言ってやろうと口を開いた瞬間、\n'],['\u3000取り敢えず、女の子に自分の着ているパーカーを着せる。サイズがダボダボだが、下がない今の状況だとちょうどいいだろう。\n']
