ブラザー,エンペラ,ピンキリ,ワンピー,ジンジャー,キーボー,カップル,バンパー,コチョウラ,コンパク,パンパカ,コッキン,チンガチ,ポリシー,チンピラ,モリカー,ブルボタ,コンクリ,エンジン,デンパサ,ピーカー,ワナカッ,ピーチク,ポンコツ,リンガー,チリビー,パーチク,スカリン,バカスカ,ハッピー,カリプス,ジャンパー,ニコチン,シーフー,イラカリ,ウロチョロ,クラシッ,ピードロ,ボンクラ,ワンカー,ピッチリ,グーパン,ブラジャー,ワンポイ,カサコソ,ブルドー,タックル,ガタピシ,ドタバタ,オロギー,カートン,カービン,ポリカー,ガタクタ,ヒリズキ,ドンパチ,ハッキリ,ドタウン,オンボロ,ギトネト,チンタラ,カタコト,コントロ,ハッキン,シャンプー,ガタンガタ,スーツケ,ペットボ,トンズラ,アーバン,パーカー,パラベラ,パックリ,ドサクサ,シッパー,パンプス,スーパー,アーパー,グスカー,スタシー,ワイパー,プルジュー,カックン,コンダク
1,2,1,8,1,1,4,2,1,1,1,8,1,1,16,5,1,11,22,3,7,1,1,6,2,3,1,1,4,4,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,4,1,4,1,2,3,1,1,1,3,1,2,13,1,1,2,5,1,1,1,4,10,2,4,1,5,1,2,1,1,1,1,2,1,2,1,1,1
