クッキー,コンパク,ワクチン,ポリシー,エンジン,ビーカー,ピーカー,ゴーグル,キーパー,チョコクッ,スクワー,ドーピン,ワンクッ,ペットボ,ワイトボ,ピンポイ
5,1,3,1,1,1,1,1,1,2,2,1,1,3,1,1
