サンフラ,ウラジー,コンカラ,カサブラン,ハッキリ,ジーラン,オークニ,コンピュー,コントロ,ヒッパー,ブルガリ,クイビシ,ブルドー,トログリ,キーワー,ウジャウジ,ノースカ,ボクサー,カリタッ,トーペッ,トークス,スーパー,スクリュー,サーチラ,パープル,グチャグチ,トックス,ブルクラ,コンパク,メキシコ
5,16,3,22,1,7,1,2,4,1,1,1,1,1,1,1,7,1,2,2,1,7,4,6,2,1,9,2,1,14
