コントロ,ズタボロ,トップク,スクヘッ,ランカラ,スカウト,キーパー,ハッスル,ワーバラ,チュームチ,スーパー,フルパッ,ノコギリ,パラメー,ブーメラ,ブラジャー,ノータッ,コンサー,ドサクサ
23,1,3,2,1,15,3,1,4,1,6,1,1,1,6,1,1,1,2
