ヒラヒラ,コロコロ,ズカズカ,ブツブツ,ミシミシ,キョロキョロ,パクパク,バサバサ,ギリギリ
"['\u3000その時意識の中に光る羽がヒラヒラと舞っているのに気が付いた\n', '\u3000小僧は手を信長の前にかざしてヒラヒラと振って見せたその瞬間―――\n']",['\u3000信長は信長でコロコロと表情の変わるこの娘の口からどんな驚愕の事実が出てくるか、言葉を受け入れる覚悟を決めた。\n'],['\u3000そこには甲冑の大男がズカズカと会談の場に歩いている姿があった。\n'],['\u3000そう考えて義龍を見やると何かブツブツ言っている。\n'],['\u3000ミシミシと軋む床が利政の移動する気配を伝えて来る。\n'],['\u3000周囲をキョロキョロと見渡す武者の動きを警戒して辺りは静寂に包まれた。\n'],['\u3000襖を開けた小姓は口をパクパク動かした。\n'],['\u3000首に巻かれた深紅とも言えるマント（？）は風もないのにバサバサと動く。\n'],['\u3000この二人は婚姻同盟に心底ギリギリまで抵抗したい様であった。\n']
