ランカラ,バッチリ
['高順が、胸元からなにかを取り出す。そして広げる。カランカランとやたら高い音を立てながら、それは広がる。\n'],['「こっちもバッチリですよ！ 呂将軍が曹操軍を引き付けてくださってる間に、ちゃーんと、下邳城水攻めの工事場所は完全に破壊しておきましたから！」\n']
