クスブリ,スットク,ガリポリ,パッカパ,キログラ,コントロ,ブルドー,ガッチリ,スカウト,チャラカス,ヘッドク,スーパー,ブリカス,グチャグチ,ブルメー,スカゲラ,ホイザー,コンパク,コロジー,コンプリ,ドサクサ
1,1,2,1,1,1,9,1,1,1,1,3,2,1,1,1,1,1,2,1,1
