ピカゴロ,マザコン,オロギー,バタフラ,コントロ,トップク,カステラ,ガシャガシ,パッチリ,サンドロ,スーパー,ワイガヤ,ガチャガチ,ゴキブリ,ノータッ,ビシバシ,メキシコ
1,1,1,1,3,1,1,2,1,1,5,1,2,1,1,1,4
