ドキドキ,バクバク,ジリジリ,ダラダラ
['なお、こうなると分かっていても結果が出るまでドキドキしていたのはここだけの話だ。\n'],['目を伏せて答えているが、俺は冷や汗がダラダラで心臓バクバクですｗ\n'],['稙宗方も二階堂と戦うからか、十分な盾を準備して来ており兵の多さを生かしてジリジリと前進する。\n'],['目を伏せて答えているが、俺は冷や汗がダラダラで心臓バクバクですｗ\n']
