ペットボ,チョコプリ,ハッキリ,ジーラン,タップリ,カキスー,コンピュー,キログラ,コントロ,ボロカス,トップク,カステラ,カップラ,コンドロ,キロマロ,サングラ,ガッチリ,プラウト,サクラン,ノーボー,カップル,ワーアップ,パラスル,ブースタ,スタドー,サンオイ,クッキー,ランクス,ワイドシ,サンプル,スーパー,オーパー,ワークラ,コウモリ,フルカラ,ブツコウ,ガッカリ,モクズカ,コンバッ,モロコシ,トロピカ,ブラジャー,コンドー,キューパー,ゴキブリ,ゲートボ,オイスタ,ムシャムシ,メキシコ,ドサクサ,ブラツイ,ブルスー,クッキリ
1,1,4,2,1,1,12,1,12,1,1,6,2,1,2,3,1,1,5,13,1,1,1,2,4,2,8,4,1,5,5,1,2,1,1,1,1,1,1,2,3,2,1,2,1,11,2,1,2,1,2,1,1
