ランベリ,パッパー,オタマジ,ザーグー,スッゲー,スイカッ,ヒッグス,ヨロシク,ホッゴホ,テクノロ,キリボー,メチャクチャ,プッギャー,プッピー,メージタ,ノコノー,パッパカ,ドタバタ
1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1
