サンフラ,ハッキリ,コンピュー,コントロ,スラスタ,ピーキー,ワーアップ,ブースタ,スーパー,スカイラ,ワータブ,コンパク,ランデブ
1,1,3,1,1,1,1,3,5,9,1,1,2
