ペットボ,ハッキリ,マザコン,ヒーメー,コンピュー,ジタバタ,キーワー,ガッチリ,スカウト,ハッスル,ボクサー,カップル,キーボー,ノーコン,シャッフル,バッチリ,ノーサン,ブラコン,スクラン,スーパー,ヘッピリ,ジャーキー,キロメー,ブーメラ,フワモコ,ミリグラ,サンキュー,ボーイソ,コンパク,グッドタ,ランキラ,メソポタ,ポップス
1,3,1,1,2,1,2,2,7,1,3,1,3,2,1,3,1,1,2,12,1,1,2,1,1,1,1,1,1,1,1,2,1
