ばくばく,どきどき,じりじり,そろそろ,だらだら,おいおい
['目を伏せて答えているが、俺は冷や汗がだらだらで心臓ばくばくですｗ\n'],['なお、こうなると分かっていても結果が出るまでどきどきしていたのはここだけの話だ。\n'],['稙宗方も二階堂と戦うからか、十分な盾を準備して来ており兵の多さを生かしてじりじりと前進する。\n'],"['父上にはそろそろご病気になっていただいて政務から形だけ身を引いてもらおう。\n', '攻城戦も３日目、十分に正面からの攻撃を意識しているので、そろそろ搦手からの攻めを入れるとするか。\n', '「そろそろいいだろう」\n']",['目を伏せて答えているが、俺は冷や汗がだらだらで心臓ばくばくですｗ\n'],['おいおい、いくら何でも楽毅は言いすぎだろ？\n']
