ボソガラ,ペットボ,ペッパー,ジロワシ,ガプラン,キログラ,コントロ,フルメタ,カステラ,ブラムシ,ブルドー,コロンブス,トログリ,ランカラ,サングラ,ムシチュー,ランペッ,スッキリ,フルスイ,スカウト,ホッケホ,サクラン,キャッサバ,ゲームク,ツートッ,ナミザク,パークラ,ヨロシク,ヒーカッ,ワーバラ,スタドー,コンプラ,ランクス,ホッゲホ,スーパー,マゴサン,スクリュー,テクノロ,カリブー,グラノー,カラフル,キロメー,シャープス,コンバッ,サッパリ,モロコシ,スクミリ,ミリグラ,タッパー,ガラスー,コンパク,サンドバ,ハッサン,トッパー,メキシコ,ランブー,スイメー,ジャーボー,メソポタ
16,5,12,2,1,6,10,1,10,2,1,5,3,1,1,1,3,2,1,1,1,2,1,1,1,3,4,1,2,3,1,1,3,2,3,2,43,4,1,1,2,4,2,1,1,14,1,1,1,1,1,1,1,1,1,4,1,1,1
