ジンジャー,シャーペン,スカウト,イラクサ,コンクリ,コテンパン,トコトン,パチクリ,リントロ,ベトコン,アータラ,コンプリ,パッキン,ゲーピン,グーパン,ゲーチー,メキシコ,ブービー,ドンパチ,ハッキリ,ブツクサ,スタドー,デンプン
1,1,12,1,8,1,3,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1
