ハッスル,カラクリ,スカウト,ムズアップ,カンベン,ウンゴー,ドンブリ,メタボリ,ワーバラ,クンハー,ハッピー,コンプリ,ドーピン,ピカリボー,ドタバタ,プリズン,チンドン,ソロバン,コントロ,クラウン,クダウン,スカウン,スパイラ,ピンポイ,ブーメラ,ヨロシク
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1
