ツンデレ,コンクリ,カラボリ,ゴチャゴチ,テクノロ,マジシャン,ドタソワ,ソロバン,ドングリ,コントロ,スパイラ,ピンポイ,ブーメラ,ツルペタ
1,6,2,1,1,1,1,4,2,2,1,1,2,1
