クッキー,コロンブス,ハッスル,ピンキリ,カップル,スカウト,ピーリン,コンドー,コンクリ,エンジン,ピンクサ,ビーカー,カッポカ,ブルパン,イソフラ,ジャークラ,チップス,スイフク,ジンギス,グルカン,カップラ,ガリスク,キーパー,ビーメリ,クラシッ,クンドン,パチャパチ,シーザー,グルマザ,ボンクラ,チリパチ,バリカン,コンカン,カッピン,シュンベリ,ビシバシ,カーペッ,クスシー,ドタバタ,キンコン,ウンワー,タヂカラ,カステラ,トンチッ,リンカリ,ドカメラ,コンキン,ペッパー,ドングリ,ベラドン,マルチリ,シャンプー,ポーカー,メチャクチャ,カンコン,キンカン,ブルビー,スパイラ,ブラウン,スーパー,デンプン,エンベロ,スレチッ,マルガリ,ドキハラ,ブーメラ,メソポタ
2,2,2,1,1,11,2,4,11,1,3,1,1,1,1,2,1,1,1,3,1,2,1,7,2,6,1,1,2,1,3,1,4,1,1,1,1,1,1,7,1,2,4,2,1,1,1,1,1,1,1,6,3,1,7,1,5,1,1,2,3,1,5,1,1,1,1
