さわしく,うかしこ,からとん,がぶつか,おいてく,のしがら,こそうと,たってく,まるばか,ぽつりぽつ,でぶつか,かつきん,うとしな,からすれ,はっきり,のたまる,しとばか,ちらもお,うとする,もおおい,うだから,よろしく,どたどし,けたかっ,ちかけら,てくるん,どしてく,とぼけた,げたこと,せかけた,こそすれ,ちらから,わなかっ,まること,ぼそうと,しっかり,ことから,うところ,まるでか,ことこそ,つけてく,わんばか,ざわめき,かりきり,からんこと,かりでこ,ちまうと,がたまる,ぶつかり,もそうだ,しこちら,にこもり,いらしく,かすこと,ことすら,からはた,くすこと,ころから,するから,すること,がりくだ,するくら,しなかっ,はらしな,はたから,めたから,たっぷり,めたばか,うまこと,はらしく,でこちら,かってく,どかけら,しくする,ぶりにこ,ぶんきん,からこそ,がつかん,しとしな,めたこと,からぱく,からばん,からぶつ,ことくら,するごと,ひたすら,ふんぞり,するとこ,はきちん,こんとろ,しなこと,くること,からのお,ひそめた,にこちら,てくすく,けたこと,ことごと,しながら,ごろから,うとすれ,ころうと,ちらにや
1,1,1,5,1,1,1,1,1,1,1,10,3,4,8,1,1,1,25,1,1,10,1,1,1,1,1,1,2,2,1,9,7,3,1,8,4,7,1,2,1,1,1,3,1,1,1,1,7,2,1,1,1,1,1,1,3,1,1,105,1,1,13,1,1,1,1,3,1,2,2,2,2,1,1,6,7,1,3,4,1,1,2,1,1,2,2,3,1,1,2,7,1,1,3,1,3,6,14,1,1,1,1
