ポツリポツ,ハッキリ,バタフラ,ボンクラ,スカウト
['\u3000氏真は脇息に肘を置くと、ポツリポツリと語り出す。\n'],['\u3000はて？\u3000永禄七年において、珠姫はいくつであったろうか？\u3000どうもまだ見聞を広げるために旅に出るような年齢でなかったような……。まあ、ハッキリと覚えていないが。\n'],['\u3000無論、バタフライ効果の言葉が示す通り、尾張美濃での改変による波及が何らかの形で作用して、今回の顛末を引き起こしたことは十分に考えられよう。\n'],['\u3000誰であれ、そこらのボンクラには任せまい。\n'],['\u3000単純に銃を調達するだけより、鉄砲手もスカウトした方が、戦力化を図る上で手っ取り早い。\n']
