ジリジリ,ドキドキ,ガンガン,ダラダラ
['稙宗方も二階堂と戦うからか、十分な盾を準備して来ており兵の多さを生かしてジリジリと前進する。\n'],['なお、こうなると分かっていても結果が出るまでドキドキしていたのはここだけの話だ。\n'],['眠りからさめて意識が戻ってきたはずだが、なぜか頭がガンガン痛いし目も開けられない。\n'],['目を伏せて答えているが、俺は冷や汗がダラダラで心臓バクバクですｗ\n']
