コロンブス,プスブル,リンエン,ワンシー,コンパク,ポンドス,ギトゴテ,リンピッ,コンクリ,エンジン,コテンパン,カーンカー,ドロゴテ,ブルパン,メリカン,ジングサ,シックリ,ポンツー,スクワー,グーグル,トンクラ,パッカー,ブリザー,オロギー,ボロカス,カステラ,マルクス,ピタリピタ,オンボロ,ワンクッ,スカパー,ドンガラ,カタコト,コントロ,ポーカー,パープラ,ズタボロ,ブツクサ,トンカー,ブラウン,スーパー,グスペッ,バタフラ,ヨロシク,デンブル
1,1,3,1,1,1,1,4,14,46,1,1,1,1,1,1,1,8,1,1,16,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,5,1,5
