リンエン,パットン,リンピッ,ホロフカ,エンジン,ジューシー,クルスク,シックル,アーカン,キングタ,マルゴー,ガーデン,ガタピシ,リントン,キーポイ,アーブラ,パラシュー,ドーワイ,ハッキリ,リングラ,ゲーリン,コンスタ,エンドロ,ブラウン,スクリーン
1,33,1,7,18,1,31,1,1,1,5,1,1,7,1,1,2,1,1,13,10,1,1,1,2
