ペンブル,キンブルン,プスブル,クタウン,カントン,グリボー,カリクル,チンギス,クラシッ,パッカー,ブリエン,スクワイ,リンカン,リントン,クスクー,プリズン,シーズン,アークラ,チンタラ,ブルジャン,ブルボン,ブラウン,グスクー,パークラ,デンブル
1,1,8,6,1,2,1,1,1,1,1,4,1,4,19,1,2,2,1,1,2,9,3,7,2
