クッキー,ワンピー,プスブル,ワンシー,バリスタ,スカウト,ワクチン,カンテラ,ジャンキー,リンピッ,コンクリ,エンジン,ゴシポー,ピーカー,ブルパン,クッサク,チップス,リントコ,ペックダ,スカリン,バチカン,テクノロ,リントロ,グルマザ,キューコン,ワンチン,メキシコ,ジャージー,カステラ,パンカー,シーズン,コントロ,キンシッ,スタドー,コンピュー,ブラウン,スーパー,ピンポイ,ブーメラ,ガクブル,バタフラ,メソポタ
1,3,1,1,1,3,3,1,2,1,10,2,1,1,1,1,1,1,1,2,1,9,7,1,1,1,2,3,5,1,3,4,1,1,3,2,2,1,11,1,1,1
