カンジュー,ポージン,リンエン,ブルコン,エンペッ,スカウト,ワクチン,コンクリ,ポンコツ,ワーバラ,ゴチャゴチ,ハッピー,テクノロ,ブラギリ,ウンアプ,ワンツー,クンドク,グーパン,ガーデン,カタクリ,キーワー,ソロバン,カステラ,シーズン,ギコバタ,ペッパー,スープカ,カタコト,キラワク,コントロ,キンカン,ペラグラ,エンドロ,シャンカシャ,コンピュー,スーパー,デンプン,ピンポイ,アップアプ,バタフラ,ツルペタ
1,1,2,2,4,4,4,31,1,2,1,2,1,1,1,2,1,1,1,2,3,1,2,3,2,2,4,3,11,4,1,1,1,1,1,11,3,1,1,1,7
