キーボー,スカウト,マザコン,ブリオン,クッキリ,ボンクラ,キーワー,ハッキリ,ポツリポツ,コントロ,ポーカー,コンスタ,スーパー,ガクブル,スクリーン
2,26,1,1,1,1,1,2,1,5,4,1,4,1,1
