クックッ,ドキドキ,ポカポカ,ボンボン,チラチラ,ギリギリ,バリバリ,ゴチャゴチャ,グイグイ,ドンドン,ウンウン,ブツブツ,カチカチ,ポンポン,パッパッ,プルプル
"['\u3000クックックッ、こいつぁ高けぇ買い物になりそうだぜ……｜竹《・》だけに。\n', '\u3000クックックッ。\n']",['\u3000お祖母様に促されたので、ドキドキしながら覗き込む。\n'],['\u3000空を見上げると晴れていて、ポカポカ陽気で暖かい。\n'],['「あのボンボンがいい迷惑だぜ」くらいは言うかもしれない。\n'],['\u3000それをチラチラ見る侍女や女中達。\n'],['\u3000顔は真っ赤に染まり、目を血走らせて、ギリギリと歯を噛んでいる。憤怒という言葉が当てはまる表情だ。\n'],['\u3000それと兼実は為せば成るの気合と根性を信条としたバリバリの体育会系だった。忍びを自称するのだからもう少し泰然としていてほしい。どこかの炎の妖精を髣髴とさせる情熱のテニスプレイヤーかと問いたくなる。\n'],['\u3000お土産を渡したら、何か通訳の男とゴチャゴチャ話して道具を使い始めた。\n'],['\u3000理論派なのか、グイグイ聞いてくる。\n'],['\u3000……すごい、意識するとドンドン溢れてくる。\n'],['\u3000先程とは別の男がぐいぐい前に出てきて説明してくれたので、ウンウンと頷きながら褒めておく。公家も楽じゃないぜ。\n'],['\u3000造る場所についても、庭の外観がとか何とかブツブツ言っている。\n'],"['\u3000要チェックや！！ カチカチ方カチカチカチカチカチ。\n', '\u3000要チェックや！！ カチカチ方カチカチカチカチカチ。\n', '\u3000要チェックや！！ カチカチ方カチカチカチカチカチ。\n']",['\u3000だぁいじょうぶだぁ、ポポンポン。\n'],['\u3000パッパカパッパッパーパパー。\n'],['\u3000暗くて見えないけど、すごく柔らかくてプルプルして気持ちいい。\n']
