リンエン,カップル,コンパク,スカウト,ペントロ,クタウン,ワープラ,ペンデン,リンピッ,カーゴシ,ハラキリ,コンクリ,エンジン,コテンパン,クスカリ,プチブル,ポンドブ,パーチン,バタリオン,バンクー,ビンスク,アーカン,ワーバラ,ツーカー,ブースタ,スポワー,カンバン,ブルドー,キンシコ,ドタバタ,メキシコ,カービン,ジャージー,キーワー,ブービー,バンカー,クルコン,ジャンスー,リングラ,コンカラ,ミシシッ,ゲーリン,カッパー,ペッパー,ジャングル,コントロ,ウラジー,タッキー,コンスタ,ワークス,コンピュー,スーパー,グスペッ,ピンポイ,ベンジャー,トンタッ
20,1,1,4,1,21,2,10,1,1,1,5,114,1,1,1,1,1,1,27,1,1,1,1,2,2,1,1,1,4,10,1,4,1,2,1,1,1,6,1,3,6,15,5,2,4,1,4,1,3,4,6,1,1,1,1
