スカウト,ツンデレ,クッサク,ウキチロ,メリカン,テラニャー,ハッピー,グルマザ,ジューリン,ブラブル,ツートン,メチャクチャ,ドサクサ,ドーンドー,ピンポイ,コンプラ
1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1
