ドサクサ,タックル,ポンコツ,ソロジー,カップル,ジャーンジャー
['さて、党錮の禁のドサクサに紛れて本来は袁紹に与する清流派の人物の一部を俺の下に囲い込めた。\n'],['\u3000今度は正面切ってタックルをしてきたのでさっと流して地面へはたきこんだ。\n'],[' そのために刺史などの選出が難儀し、この頃には弊害のほうがでかくなり幽州と冀州では刺史が空席になっていたし、また并州や涼州の刺史もポンコツばかりでろくに統治できなくなっていた。\n'],['ライフキネティックを代表とするシナプソロジーは「2つのことを同時に行う」「左右で違う動きをする」などで脳を鍛える。\n'],['年齢的にもちょうどいいカップルだろう。\n'],['”ジャーンジャーン”\n']
