ハッスル,カラクリ,プスブル,スカウト,パンゲー,ビーシー,コンクリ,コテンパン,ビーブー,チンチロ,プスピー,バチカン,ガタキシ,ワンパタ,ピンポン,カンバン,ボンソワ,メキシコ,パラシュー,コットン,カチコチ,グリキャッ,シーガー,ソロバン,アーブル,ハッキリ,ゴクリゴク,リーンリン,ジャングル,ベリスク,コントロ,ポーカー,スタドー,ブーメラ,バタフラ
1,1,3,1,1,1,19,2,1,2,1,1,1,2,1,1,2,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
