コンクリ,エンジン,ゴーグル,コンビー,ブルガリ,スカゲラ,ジングサ,リンブル,パラシュー,カービン,バンカー,ハッキリ,オンスー,コントロ,パシャパシ,ガリポリ,コンピュー,ブラウン,ピンポイ
1,8,5,8,1,7,2,1,1,1,5,1,4,2,1,1,1,1,1
