コロンブス,プスブル,スカウト,オイスタ,ドンキン,コンクリ,メリカン,パラクラ,コングリ,リントロ,ジャーンジャー,キャッサバ,ケタガラン,ビシバシ,ギリワン,グルングル,ポンドク,メキシコ,トコピー,バキドカ,ジャングル,パラワン,スープカ,コントロ,ウングー,ブルボン,スタドー,デンプン,デンブル
2,5,1,1,1,11,1,1,2,1,1,1,1,1,1,1,1,8,1,1,1,1,2,1,2,1,1,3,1
