カラクリ,ワイガヤ,ツンデレ,ウンゴー,ピーカー,トコトン,クスグリ,ガサゴソ,キーパー,ボンクラ,バシャバシ,シュークリ,ドタバタ,トンチン,ドンピシ,キーワー,カステラ,ハッキリ,タップリ,コンスタ,クダウン,スーパー,トンタッ
3,1,1,1,1,1,1,1,3,1,1,1,4,1,1,2,2,2,3,1,1,1,2
