コンパク,プーチン,エンジン,メリカン,コンギス,ブースタ,バシャバシ,スカイラ,スラスタ,ワーアップ,パラシュー,ハッキリ,コントロ,ガーリン,クラウン,ピーキー,コンピュー,ブラウン,スーパー
1,2,69,1,1,3,1,9,1,1,1,1,1,11,1,1,3,23,5
