ハッスル,カラクリ,ズンバラ,スカウト,チンピラ,ブルパン,デカブツ,ワーバラ,キーパー,カランカラ,ブラジャー,グラウン,シーズン,コントロ,ポーカー,パーチー,ズタボロ,ハードカ,スカウン,ドサクサ,スーパー,ブーメラ
1,2,1,15,2,1,2,4,3,1,1,3,2,23,1,3,1,1,2,2,6,6
