たらたら,ばらばら,だらだら,べたべた
['ぶらうひっちゅもはるだ―もあわてて平伏するが、その顔は不満たらたらだ。\n'],['「私たちの班って見事にばらばらなのよね。あなたは図書館。しゅみっとは部活。私は研究会。らいえんはいつもどこにいるかわからないし」\n'],['はやく現実に帰ってだらだらしたい。\n'],['「一年中べたべたいる方が気持ち悪いだろ」\n']
