わなかっ,とことん,ひりする,くるから,わなくっ,ふらぐだ,くるなよ,ぱっちり,くりどん,するから,ばかでか,からがら,ばらくす,でこちら,いらしな,からぶら,ぶらこん,ゆらとこ,しくぽん,こっちか,べたとこ,げたから,くらする,もそうだ,ばしがば,どんぐり,うようだ,すーはー,もそこそ,くるわい,しなかっ,するしな,からきら,かすから,めたから,するにこ,うとする,しっくり,かってく,がりこっ,ぶらする,からどん,にこちら,ひたすら,めちゃくちゃ,もおいそ,こっちく,とんでん,たらすた,がーどし,はたぶー,ころにや,かすなよ,からこそ,だらしな,たっぷり,からもそ,いそうだ,はっきり,するくら,かったら,がみこん,ちらにや,くねえん,からする,うところ,とこちら,よちきし,きこもり,うかすれ,がやるん,ちんちく,よろしく,なようだ,かったっ,するなよ,たらどす,しながら,ちくかん,つんでれ,しくから,どさくさ,くりとこ,ぐーぱん,するしー,からすれ,ことごと,ぐるしく,がやたら,たらしく,たらよろ,がぶつか,うだから,ぶつかっ,からもや,はたくさ,こんかー,するかー,ぽーかー,すいべん,もそうか,ちらから,わんばか,するもそ,ぱりおめ,しっかり
18,1,1,1,1,1,2,1,1,2,1,2,3,3,1,1,4,1,1,1,1,1,1,4,1,1,2,2,1,1,10,1,1,1,1,1,6,2,4,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,6,12,3,6,1,3,1,3,2,3,1,2,1,1,1,60,1,1,1,1,12,1,6,1,2,1,1,1,2,2,1,1,2,54,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8
