エンペラ,ワンピー,リンエン,ワンシー,チャラカス,コンパク,スカウト,ブリカス,リンピッ,エンジン,コロジー,チップス,クスブリ,ジンガー,スカゲラ,ホイザー,ボーデン,ベントロ,リーンエン,ボンクラ,コンプリ,ガングー,パッキン,ブルドー,エングリ,ピーアー,キングス,マルクス,オンボロ,コントロ,ガンジー,ポーカー,ガリポリ,プリチー,ベントコ,シャンパン,ドサクサ,スーパー,ペンハー,ベンジャー
2,1,7,1,1,1,1,2,7,51,2,1,1,1,1,1,1,1,1,1,1,4,4,9,1,1,2,1,1,1,1,1,2,1,1,3,1,3,3,1
